intent,query,answer
인공지능학과,전공,"인공지능학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] C프로그래밍및실습(전필·3), 인공지능의이해(전선·3)
[1학년 2학기] 고급C프로그래밍및실습(전필·3), 공학설계기초(산학프로젝트입문)(전필·3), 이산수학및프로그래밍(전필·3), 창의SW융합노마드(전선·3)
[2학년 1학기] 자료구조및실습(전필·3), 기계학습개론(전필·3), 웹프로그래밍(전선·3), 데이터분석개론(전선·3), 확률통계및프로그래밍(전선·3), 인공지능수학1(전선·3), 빅데이터로보는세상(전선·3)
[2학년 2학기] 컴퓨터구조(전필·3), 알고리즘및실습(전필·3), 멀티미디어(전선·3), 인공지능수학2(전선·3), 파이썬기반기계학습(전선·3), 선형대수및프로그래밍(전선·3), 디지털신호처리(전선·3)
[3학년 1학기] 딥러닝개론(전필·3), 수치해석(전선·3), 데이터베이스(전선·3), 영상처리(전선·3), 자연어처리(전선·3), 컴퓨터그래픽스(전선·3), 운영체제(전선·3), 인공지능과사이버보안(전선·3)
[3학년 2학기] 파이썬기반딥러닝(전필·3), 패턴인식(전선·3), 지능형시스템(전선·3), 인공지능보안(전선·3), 데이터시각화(전선·3), 대용량데이터처리(전선·3), AR/VR/MR(전선·3)
[4학년 1학기] Capstone디자인(산학협력프로젝트)(전필·6), 졸업연구및진로1(전선·1), 강화학습(전선·3), 인공지능최적화(전선·3), 딥러닝시스템(전선·3), 인공지능콜로키움1(전선·3), 소셜네트워크분석및예측(전선·3), 시계열분석및예측(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 특허와창업(전선·3), 앱프로그래밍(전선·3), Human-AI Interaction(전선·3), 메타버스설계(전선·3), 인공지능콜로키움2(전선·3), 빅데이터분석및예측프로젝트(전선·3)"
인공지능학과,공학인증,"인공지능학과 공학인증 홈페이지입니다.
인공지능학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1801.html"
인공지능학과,21학번 공학인증,"21학번 인공지능학과 공학인증 홈페이지입니다.
21학번 인공지능학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1802_1.html"
인공지능학과,22학번 공학인증,"22학번 인공지능학과 공학인증 홈페이지입니다.
22학번 인공지능학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1802_2.html"
인공지능학과,23학번 공학인증,"23학번 인공지능학과 공학인증 홈페이지입니다.
23학번 인공지능학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1802_3.html"
창의소프트학부,전공,"창의소프트학부의 신입생은 공동으로 입학하여 1학년 과정을 함께 이수한 후, 2학년부터는 2개의 전공 중 한 전공에 편입되어 남은 6학기 과정을 마치게 됩니다. 2개의 전공은 디자인이노베이션전공, 만화애니메이션텍전공입니다."
창의소프트학부,1학년 전공,"창의소프트학부 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 2D디자인(전필·3), 3D디자인(전필·3), 만화기초1(전필·3), 애니메이션기초1(전필·3)
[2학기] 만화기초2(전필·3), 애니메이션기초2(전필·3), 창의SW융합노마드(전필·3), 프로덕트디자인1(전선·3), 비주얼커뮤니케이션디자인1(전선·3)"
디자인이노베이션전공,조교실 정보 좀,"디자인이노베이션전공 조교실 정보는 아래와 같습니다.
위치 : 진관홀 514호 / 전화 : 02-3408-3323 / 이메일 : iddpt@sejong.ac.kr"
디자인이노베이션전공,과사무실,"디자인이노베이션전공 과사무실 정보는 아래와 같습니다.
위치 : 진관홀 514호 / 전화 : 02-3408-3323 / 이메일 : iddpt@sejong.ac.kr"
디자인이노베이션전공,과사무실 위치,디자인이노베이션전공 과사무실 위치는 진관홀 514호입니다.
디자인이노베이션전공,과사무실 전화번호,디자인이노베이션전공 과사무실 전화번호는 02-3408-3323입니다.
디자인이노베이션전공,이메일,디자인이노베이션전공 과사무실 이메일은 iddpt@sejong.ac.kr입니다.
디자인이노베이션전공,홈페이지,"디자인이노베이션전공 홈페이지입니다.
디자인이노베이션전공 : http://home.sejong.ac.kr/~design/"
디자인이노베이션전공,공지사항,"디자인이노베이션전공에서 제공하는 학과 공지사항입니다.
디자인이노베이션전공 학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=design&menuID=5"
디자인이노베이션전공,자료실,"디자인이노베이션전공에서 제공하는 자료실입니다.
디자인이노베이션전공 자료실 : http://home.sejong.ac.kr/gobbslist.do?wslID=design&menuID=6"
디자인이노베이션전공,학과소개,다양한 디자인 과정에 요구되는 기초조형 교육을 토대로 빠르게 변화하는 산업계에 부응하는 창의적 시각커뮤니케이션과 프로덕트디자인을 위한 실무중심 교육에 주력합니다.
디자인이노베이션전공,주전공,"전공필수과목은 14학점, 전공선택과목은 49점 이상 이수해야 하며, 전공학점은 63점 이상이어야 합니다."
디자인이노베이션전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
디자인이노베이션전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
디자인이노베이션전공,부전공,디자인이노베이션전공 전공과목 중에서 21학점 이상 이수해야 합니다.
디자인이노베이션전공,2학년 전공,"디자인이노베이션전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 타이포그래피(전필·2), 프로덕트디자인2(전선·3), 기초렌더링(전선·3), 비주얼커뮤니케이션디자인2(전선·3), 디자인인모션1(전선·3)
[2학기] 타입&이미지(전필·2), 기초3D그래픽스(전선·3), 디자인재료및성형기법(전선·3), 프로덕트조형스튜디오(전선·3), 인터렉티브디자인(전선·2)"
디자인이노베이션전공,3학년 전공,"디자인이노베이션전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] UX디자인1(전필·2), 그래픽디자인1(전선·3), 3D그래픽어플리케이션(전선·3), 스마트프로덕트디자인1(전선·3), 프로덕트&모빌리티디자인1(전선·3), 인포그래픽(전선·3)
[2학기] UX디자인2(전필·2), 그래픽디자인2(전선·3), 디지털미디어디자인(전선·3), 프로덕트&모빌리티디자인2(전선·3), 스마트프로덕트디자인2(전선·3)"
디자인이노베이션전공,4학년 전공,"디자인이노베이션전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업작품(P/NP)(전필·0), 아이덴티티디자인1(전선·3), 디지털미디어프로젝트1(전선·3), 제품시스템디자인1(전선·3), 제품및운송기기디자인3(전선·3)
[2학기] 졸업작품(P/NP)(전필·0), 아이덴티티디자인2(전선·3), 디지털미디어프로젝트2(전선·3), 제품시스템디자인2(전선·3), 제품및운송기기디자인4(전선·3), 디자인비지니스&매니지먼트(전선·2)"
디자인이노베이션전공,전공,"디자인이노베이션전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 2D디자인(전필·3), 3D디자인(전필·3), 만화기초1(전필·3), 애니메이션기초1(전필·3)
[1학년 2학기] 만화기초2(전필·3), 애니메이션기초2(전필·3), 창의SW융합노마드(전필·3), 프로덕트디자인1(전선·3), 비주얼커뮤니케이션디자인1(전선·3)
[2학년 1학기] 타이포그래피(전필·2), 프로덕트디자인2(전선·3), 기초렌더링(전선·3), 비주얼커뮤니케이션디자인2(전선·3), 디자인인모션1(전선·3)
[2학년 2학기] 타입&이미지(전필·2), 기초3D그래픽스(전선·3), 디자인재료및성형기법(전선·3), 프로덕트조형스튜디오(전선·3), 인터렉티브디자인(전선·2)
[3학년 1학기] UX디자인1(전필·2), 그래픽디자인1(전선·3), 3D그래픽어플리케이션(전선·3), 스마트프로덕트디자인1(전선·3), 프로덕트&모빌리티디자인1(전선·3), 인포그래픽(전선·3)
[3학년 2학기] UX디자인2(전필·2), 그래픽디자인2(전선·3), 디지털미디어디자인(전선·3), 프로덕트&모빌리티디자인2(전선·3), 스마트프로덕트디자인2(전선·3)
[4학년 1학기] 졸업작품(P/NP)(전필·0), 아이덴티티디자인1(전선·3), 디지털미디어프로젝트1(전선·3), 제품시스템디자인1(전선·3), 제품및운송기기디자인3(전선·3)
[4학년 2학기] 졸업작품(P/NP)(전필·0), 아이덴티티디자인2(전선·3), 디지털미디어프로젝트2(전선·3), 제품시스템디자인2(전선·3), 제품및운송기기디자인4(전선·3), 디자인비지니스&매니지먼트(전선·2)"
만화애니메이션텍전공,조교실 정보 좀,"만화애니메이션텍전공 조교실 정보는 아래와 같습니다.
위치 : 군자관 415호 / 전화 : 02-3408-3328"
만화애니메이션텍전공,과사무실,"만화애니메이션텍전공 과사무실 정보는 아래와 같습니다.
위치 : 군자관 415호 / 전화 : 02-3408-3328"
만화애니메이션텍전공,과사무실 위치,만화애니메이션텍전공 과사무실 위치는 군자관 415호입니다.
만화애니메이션텍전공,과사무실 전화번호,만화애니메이션텍전공 과사무실 전화번호는 02-3408-3328입니다.
만화애니메이션텍전공,홈페이지,"만화애니메이션텍전공 홈페이지입니다.
만화애니메이션텍전공 : http://home.sejong.ac.kr/~anitec/"
만화애니메이션텍전공,공지사항,"만화애니메이션텍전공에서 제공하는 학과 공지사항입니다.
만화애니메이션텍전공 학과 공지사항 : http://home.sejong.ac.kr/~anitec/13.html"
만화애니메이션텍전공,글로벌CGI애니메이션 트랙,"만화애니메이션텍전공에서 제공하는 글로벌CGI 애니메이션 트랙입니다.
글로벌 CGI 애니메이션 트랙 : https://lincplus.sejong.ac.kr/ko/society/global/intro"
만화애니메이션텍전공,학과소개,"만화애니메이션텍전공 전공은 예술과 디지털기술이 결합한 융합형 콘텐츠로서 만화와 애니메이션을 이해하고, 실용적인 학문으로서 관련 분야별 이론과 실기를 병행하는 체계적인 문화콘텐츠 융합교육을 통해 창의력과 응용력을 바탕으로 디지털 미디어를 복합적으로 연출하고 운용함으로써 콘텐츠의 질을 향상시키고, 세계화 시대에 새로운 문화 창달의 가치를 실천해 나갈 수 있는 글로벌 우수인력 양성을 목표로 하고 있습니다."
만화애니메이션텍전공,주전공,"전공필수과목은 28학점, 전공선택과목은 34점 이상 이수해야 하며, 전공학점은 62점 이상이어야 합니다."
만화애니메이션텍전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
만화애니메이션텍전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
만화애니메이션텍전공,부전공,"디자인이노베이션전공 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 애니메이션기초1·2, 만화기초1·2, 콘텐츠기획1·2, 이펙트디자인1·2, 만화제작1·2입니다."
만화애니메이션텍전공,2학년 전공,"만화애니메이션텍전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 콘텐츠기획1(전필·3), 내러티브워크숍(전선·3), 프리비즈워크숍1(전선·3), 만화제작1(전선·3), 애니메이션액팅1(전선·3), 3D제작도구1(전선·3)
[2학기] 콘텐츠기획2(전필·3), 디지털스토리텔링(전선·3), 프리비즈워크숍2(전선·3), 만화제작2(전선·3), 애니메이션액팅2(전선·3), 3D제작도구2(전선·3), 기술융합형콘텐츠실무제작1(전선·3), 기술융합형콘텐츠스토리텔링워크숍1(전선·3), 기술융합형콘텐츠실무제작2(전선·3), 기술융합형콘텐츠스토리텔링워크숍2(전선·3)"
만화애니메이션텍전공,3학년 전공,"만화애니메이션텍전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 비주얼디벨롭먼트1(전필·3), 디지털코믹스제작1(전필·3), 디지털애니메이션디렉팅1(전선·3), 애니메이션워크숍1(전선·3), 3D제작도구고급1(전선·3), 이펙트디자인1(전선·3)
[2학기] 비주얼디벨롭먼트2(전필·3), 디지털코믹스제작2(전필·3), 디지털애니메이션디렉팅2(전선·3), 애니메이션워크숍2(전선·3), 3D제작도구고급2(전선·3), 이펙트디자인2(전선·3)"
만화애니메이션텍전공,4학년 전공,"만화애니메이션텍전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업작품(P/NP)(전필·0), 웹툰커넥션프로덕션1(전필·3), 애니메이션코어스튜디오1(전필·3), 영상캡스톤디자인(전선·3), 실감콘텐츠프로덕션1(전선·3), 졸업연구및진로1(전선·1)
[2학기] 졸업작품(P/NP)(전필·0), 웹툰커넥션프로덕션2(전선·3), 애니메이션코어스튜디오2(전선·3), 융합프로덕트종합설계B(전선·3), 실감콘텐츠프로덕션2(전선·3), 코믹스캡스톤디자인(전선·3), 졸업연구및진로2(전선·3)"
만화애니메이션텍전공,전공,"만화애니메이션텍전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 2D디자인(전필·3), 3D디자인(전필·3), 만화기초1(전필·3), 애니메이션기초1(전필·3)
[1학년 2학기] 만화기초2(전필·3), 애니메이션기초2(전필·3), 창의SW융합노마드(전필·3), 프로덕트디자인1(전선·3), 비주얼커뮤니케이션디자인1(전선·3)
[2학년 1학기] 콘텐츠기획1(전필·3), 내러티브워크숍(전선·3), 프리비즈워크숍1(전선·3), 만화제작1(전선·3), 애니메이션액팅1(전선·3), 3D제작도구1(전선·3)
[2학년 2학기] 콘텐츠기획2(전필·3), 디지털스토리텔링(전선·3), 프리비즈워크숍2(전선·3), 만화제작2(전선·3), 애니메이션액팅2(전선·3), 3D제작도구2(전선·3), 기술융합형콘텐츠실무제작1(전선·3), 기술융합형콘텐츠스토리텔링워크숍1(전선·3), 기술융합형콘텐츠실무제작2(전선·3), 기술융합형콘텐츠스토리텔링워크숍2(전선·3)
[3학년 1학기] 비주얼디벨롭먼트1(전필·3), 디지털코믹스제작1(전필·3), 디지털애니메이션디렉팅1(전선·3), 애니메이션워크숍1(전선·3), 3D제작도구고급1(전선·3), 이펙트디자인1(전선·3)
[3학년 2학기] 비주얼디벨롭먼트2(전필·3), 디지털코믹스제작2(전필·3), 디지털애니메이션디렉팅2(전선·3), 애니메이션워크숍2(전선·3), 3D제작도구고급2(전선·3), 이펙트디자인2(전선·3)
[4학년 1학기] 졸업작품(P/NP)(전필·0), 웹툰커넥션프로덕션1(전필·3), 애니메이션코어스튜디오1(전필·3), 영상캡스톤디자인(전선·3), 실감콘텐츠프로덕션1(전선·3), 졸업연구및진로1(전선·1)
[4학년 2학기] 졸업작품(P/NP)(전필·0), 웹툰커넥션프로덕션2(전선·3), 애니메이션코어스튜디오2(전선·3), 융합프로덕트종합설계B(전선·3), 실감콘텐츠프로덕션2(전선·3), 코믹스캡스톤디자인(전선·3), 졸업연구및진로2(전선·3)"
예체능대학,학과 뭐 있어,"예체능대학에는 회화과, 패션디자인학과, 음악과, 체육학과, 무용과, 영화예술학과가 존재합니다."
예체능대학,조교실 정보 좀,"예체능대학 조교실 정보는 아래와 같습니다.
위치 : 군자관 408호 / 전화 : 02-3408-3525"
예체능대학,과사무실,"예체능대학 과사무실 정보는 아래와 같습니다.
위치 : 군자관 408호 / 전화 : 02-3408-3525"
예체능대학,과사무실 위치,예체능대학 과사무실 위치는 군자관 408호입니다.
예체능대학,과사무실 전화번호,예체능대학 과사무실 전화번호는 02-3408-3525입니다.
회화과,조교실 정보 좀,"회화과 조교실 정보는 아래와 같습니다.
위치 : 진관홀 310호 / 전화 : 02-3408-3322"
회화과,과사무실,"회화과 과사무실 정보는 아래와 같습니다.
위치 : 진관홀 310호 / 전화 : 02-3408-3322"
회화과,과사무실 위치,회화과 과사무실 위치는 진관홀 310호입니다.
회화과,과사무실 전화번호,회화과 과사무실 전화번호는 02-3408-3322입니다.
회화과,홈페이지,"회화과 홈페이지입니다.
회화과 : http://home.sejong.ac.kr/~picdpt/"
회화과,학과소개,"회화과는 한국화와 서양화로 분리하여 각각의 개성에 맞는 창작활동을 전공할 수 있으며, 실기와 미술이론 교육을 병행하여 역량 있고, 개성 있는 훌륭한 미술전문가로 양성시킴을 목표로 합니다."
회화과,주전공,"전공필수과목은 26학점, 전공선택과목은 40점 이상 이수해야 하며, 전공학점은 66점 이상이어야 합니다."
회화과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
회화과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
회화과,부전공,회화과 전공과목 중에서 21학점 이상 이수해야 합니다.
회화과,1학년 전공,"회화과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 기초회화1(전필·2), 기초한국화1(전필·2), 기초소묘(전선·2), 서양미술사1(전선·2)
[2학기] 기초회화2(전필·2), 기초한국화2(전필·2), 드로잉(전선·2), 동양미술사(전선·2)"
회화과,2학년 전공,"회화과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 인물화(전필·3), 기초서양화1(전필·3), 수묵화(전선·2), 유화기법1(전선·2), 한국미술사(전선·2), 공간연구(전선·2), 컴퓨터드로잉1(전선·2)
[2학기] 한.표현기법(전필·3), 기초서양화2(전필·3), 채색화(전선·2), 유화기법2(전선·2), 서양미술사2(전선·2), 미술비평(전선·2), 컴퓨터드로잉2(전선·2)"
회화과,3학년 전공,"회화과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 한국화1(전필·3), 유화1(전필·3), 한.현대회화(전선·2), 서.현대회화(전선·2), 현대미술론(전선·2), 멀티미디어와회화1(전선·2), 미술교과교육론(전선·2)
[2학기] 한국화2(전필·3), 유화2(전필·3), 현대산수연구(전선·2), 서.복합매체기법(전선·2), 멀티미디어와회화2(전선·2), 미술논리및논술(전선·2), 미술교과교재연구및지도법(전선·2), 판화(전선·2)"
회화과,4학년 전공,"회화과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 한.종합실기1(전필·3), 서.종합실기1(전필·3), 한.종합실기3(전선·2), 서.종합실기3(전선·2), 사진과회화 (전선·1)
[2학기] 졸업작품(P/NP(전필·0), 한.종합실기2(전필·3), 서.종합실기2(전필·3), 한.종합실기4(전선·2), 서.종합실기4(전선·2)"
회화과,전공,"회화과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 기초회화1(전필·2), 기초한국화1(전필·2), 기초소묘(전선·2), 서양미술사1(전선·2)
[1학년 2학기] 기초회화2(전필·2), 기초한국화2(전필·2), 드로잉(전선·2), 동양미술사(전선·2)
[2학년 1학기] 인물화(전필·3), 기초서양화1(전필·3), 수묵화(전선·2), 유화기법1(전선·2), 한국미술사(전선·2), 공간연구(전선·2), 컴퓨터드로잉1(전선·2)
[2학년 2학기] 한.표현기법(전필·3), 기초서양화2(전필·3), 채색화(전선·2), 유화기법2(전선·2), 서양미술사2(전선·2), 미술비평(전선·2), 컴퓨터드로잉2(전선·2)
[3학년 1학기] 한국화1(전필·3), 유화1(전필·3), 한.현대회화(전선·2), 서.현대회화(전선·2), 현대미술론(전선·2), 멀티미디어와회화1(전선·2), 미술교과교육론(전선·2)
[3학년 2학기] 한국화2(전필·3), 유화2(전필·3), 현대산수연구(전선·2), 서.복합매체기법(전선·2), 멀티미디어와회화2(전선·2), 미술논리및논술(전선·2), 미술교과교재연구및지도법(전선·2), 판화(전선·2)
[4학년 1학기] 한.종합실기1(전필·3), 서.종합실기1(전필·3), 한.종합실기3(전선·2), 서.종합실기3(전선·2), 사진과회화 (전선·1)
[4학년 2학기] 졸업작품(P/NP(전필·0), 한.종합실기2(전필·3), 서.종합실기2(전필·3), 한.종합실기4(전선·2), 서.종합실기4(전선·2)"
패션디자인학과,조교실 정보 좀,"패션디자인학과 조교실 정보는 아래와 같습니다.
위치 : 군자관 202호 / 전화 : 02-3408-3665"
패션디자인학과,과사무실,"패션디자인학과 과사무실 정보는 아래와 같습니다.
위치 : 군자관 202호 / 전화 : 02-3408-3665"
패션디자인학과,과사무실 위치,패션디자인학과 과사무실 위치는 군자관 202호입니다.
패션디자인학과,과사무실 전화번호,패션디자인학과 과사무실 전화번호는 02-3408-3665입니다.
패션디자인학과,홈페이지,"패션디자인학과 홈페이지입니다.
패션디자인학과 : http://home.sejong.ac.kr/~fasdpt/"
패션디자인학과,학과소개,패션디자인학과는 현재 급속도로 변화하는 패션산업에 부응하는 미의식과 창의력의 함양 및 자유로운 표현 능력의 배양과 국제적 감각을 지닌 패션전문 인력 양성을 교육목표로 합니다.
패션디자인학과,주전공,"전공필수과목은 27학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
패션디자인학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
패션디자인학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
패션디자인학과,부전공,"패션디자인학과 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 응용패턴종합설계, 패션디자인, 창작패션일러스트레이션, 패션디자인프로모션, 창작패턴종합설계입니다."
패션디자인학과,1학년 전공,"패션디자인학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 기초패턴설계(전필·3), 패션디자인기초(전선·3)
[2학기] 패션컴퓨터그래픽(전필·3), 응용패턴종합설계(전필·3)"
패션디자인학과,2학년 전공,"패션디자인학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 텍스타일캡스톤디자인(전필·3), 패션디자인(전필·3), 고급패턴종합설계(전선·3), 모델드로잉(전선·3), 서양복식사(전선·3), 염색공예(전선·3), 패션과색채(전선·3), 한국의복구성(전선·3)
[2학기] 소재캡스톤디자인(전필·3), 기초패션드레이핑(전선·3), 의상교과교재연구및지도법(전선·3), 창작패션일러스트레이션(전선·3), 특수의상캡스톤디자인(전선·3), 패션브랜드캡스톤디자인(전선·3), 패션상품기획(전선·2)"
패션디자인학과,3학년 전공,"패션디자인학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 고급패션드레이핑(전필·3), 기초니트종합설계(전선·3), 남성복캡스톤디자인(전선·3), 남성복패턴설계(전선·3), 디지털패션종합설계(전선·3), 비주얼머천다이징(전선·2), 의상교과교육론(전선·3), 패션디자인프로모션(전선·3), 패션디스플레이(전선·3)
[2학기] 창작의상캡스톤디자인(전필·3), 니트캡스톤디자인(전선·3), 디지털패션캡스톤디자인(전선·3), 의상논리및논술(전선·3), 테일러링(전선·3), 패턴CAD(전선·3), 패션악세서리캡스톤디자인(전선·3)"
패션디자인학과,4학년 전공,"패션디자인학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 고급패턴제작(전선·3), 창작패턴종합설계(전선·3), 패션디자인세미나(전선·2), 패션마케팅(전선·2), 패션소재기획종합설계(전선·3), 패션컬렉션종합설계(전선·3)
[2학기] 졸업작품(P/NP)(전필·0), 예술의상종합설계(전선·3), 패션머천다이징(전선·2), 패션산업체인턴쉽(전선·3), 패션포트폴리오종합설계(전선·3), 패션코디네이션종합설계(전선·3)"
패션디자인학과,전공,"패션디자인학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 기초패턴설계(전필·3), 패션디자인기초(전선·3)
[1학년 2학기] 패션컴퓨터그래픽(전필·3), 응용패턴종합설계(전필·3)
[2학년 1학기] 텍스타일캡스톤디자인(전필·3), 패션디자인(전필·3), 고급패턴종합설계(전선·3), 모델드로잉(전선·3), 서양복식사(전선·3), 염색공예(전선·3), 패션과색채(전선·3), 한국의복구성(전선·3)
[2학년 2학기] 소재캡스톤디자인(전필·3), 기초패션드레이핑(전선·3), 의상교과교재연구및지도법(전선·3), 창작패션일러스트레이션(전선·3), 특수의상캡스톤디자인(전선·3), 패션브랜드캡스톤디자인(전선·3), 패션상품기획(전선·2)
[3학년 1학기] 고급패션드레이핑(전필·3), 기초니트종합설계(전선·3), 남성복캡스톤디자인(전선·3), 남성복패턴설계(전선·3), 디지털패션종합설계(전선·3), 비주얼머천다이징(전선·2), 의상교과교육론(전선·3), 패션디자인프로모션(전선·3), 패션디스플레이(전선·3)
[3학년 2학기] 창작의상캡스톤디자인(전필·3), 니트캡스톤디자인(전선·3), 디지털패션캡스톤디자인(전선·3), 의상논리및논술(전선·3), 테일러링(전선·3), 패턴CAD(전선·3), 패션악세서리캡스톤디자인(전선·3)
[4학년 1학기] 고급패턴제작(전선·3), 창작패턴종합설계(전선·3), 패션디자인세미나(전선·2), 패션마케팅(전선·2), 패션소재기획종합설계(전선·3), 패션컬렉션종합설계(전선·3)
[4학년 2학기] 졸업작품(P/NP)(전필·0), 예술의상종합설계(전선·3), 패션머천다이징(전선·2), 패션산업체인턴쉽(전선·3), 패션포트폴리오종합설계(전선·3), 패션코디네이션종합설계(전선·3)"
음악과,조교실 정보 좀,"음악과 조교실 정보는 아래와 같습니다.
위치 : 모짜르트홀 102호 / 전화 : 02-3408-3324"
음악과,과사무실,"음악과 과사무실 정보는 아래와 같습니다.
위치 : 모짜르트홀 102호 / 전화 : 02-3408-3324"
음악과,과사무실 위치,음악과 과사무실 위치는 모짜르트홀 102호입니다.
음악과,과사무실 전화번호,음악과 과사무실 전화번호는 02-3408-3324입니다.
음악과,홈페이지,"음악과 홈페이지입니다.
음악과 : http://home.sejong.ac.kr/~musicdpt/"
음악과,학과소개,"음악과는 전공 실기 및 다양한 음악 이론 수업을 통해 학생이 훌륭한 음악인으로 성장하도록 지도하고, 교양과목 및 예술 일반에 관한 지식을 습득하여 폭넓은 시야를 지닌 전문 예술인으로서의 자질을 갖추도록 함을 목적으로 합니다. "
음악과,주전공,"전공필수과목은 24학점, 전공선택과목은 42점 이상 이수해야 하며, 전공학점은 66점 이상이어야 합니다."
음악과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
음악과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
음악과,부전공,음악과 전공과목 중에서 21학점 이상 이수해야 합니다.
음악과,1학년 전공,"음악과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 전공실기1(전필·1), 연주1(전필·2), 오케스트라및앙상블1(전선·3), 합창1(전선·1), 체임버뮤직1(전선·3), 현악합주1(전선·3), 관악합주1(전선·3), 시창청음1(전선·3), 딕션1(전선·2), 피아노교수법(전선·3), 실용음악가사론(전선·3), 리듬과양식(전선·3), 기초악전및컴퓨터사보(전선·3), 실용음악감상법(전선·3), 실용음악합주1(전선·3)
[2학기] 전공실기2(전필·1), 연주2(전필·2), 오케스트라및앙상블2(전선·3), 합창2(전선·1), 체임버뮤직2(전선·3), 현악합주2(전선·2), 관악합주2(전선·3), 시창청음2(전선·3), 딕션2(전선·2), 컴퓨터음악1(전선·3), 대중음악사(전선·3), 실용음악화성학1(전선·3), 실용음악합주2(전선·3), 발성과발음(전선·3)"
음악과,2학년 전공,"음악과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 전공실기3(전필·1), 연주3(전필·2), 오케스트라및앙상블3(전선·3), 합창3(전선·1), 체임버뮤직3(전선·3), 현악합주3(전선·2), 관악합주3(전선·3), 화성법및대위법1(전선·3), 피아노문헌1(전선·3), 딕션3(전선·2), 컴퓨터음악2(전선·3), 리듬연구(전선·3), 실용건반화성(전선·3), 실용음악합주3(전선·3), 레코딩실습1(전선·3)
[2학기] 전공실기4(전필·1), 연주4(전필·2), 오케스트라및앙상블4(전선·3), 합창4(전선·1), 체임버뮤직4(전선·3), 현악합주4(전선·2), 관악합주4(전선·3), 화성법및대위법2(전선·3), 피아노문헌2(전선·3), 딕션4(전선·2), 컴퓨터음악3(전선·3), 실용음악화성학2(전선·3), 재즈피아노(전선·3), 실용음악합주4(전선·3), 레코딩실습2(전선·3)"
